weekday,hour,tweet_length,mentions_count,urls_count,photos_count,hashtags_count,quote_url_count,video_count,retweets_count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
Monday,22,154,2,109,2,74,,0,0,1,0,0,0,3,1,0,0,1,4
Monday,22,131,66,34,2,41,,0,0,0,0,0,0,1,0,0,2,0,1
Monday,21,305,333,2,51,117,,1,0,0,1,0,0,1,0,0,0,0,2
Monday,21,284,159,2,51,2,,1,0,0,2,0,2,5,1,1,4,1,7
Monday,21,84,86,35,2,2,,0,0,0,0,0,0,0,0,0,1,2,1
Monday,21,184,2,106,51,44,,1,0,0,0,0,0,1,0,0,0,0,3
Monday,21,152,79,35,2,79,,0,0,0,1,0,1,2,1,0,1,2,2
Monday,21,153,74,35,2,79,,0,0,0,1,0,1,2,1,0,1,2,2
Monday,21,80,78,35,2,2,,0,0,0,0,0,0,0,0,0,0,2,0
Monday,21,135,87,35,2,79,,0,0,0,0,0,1,1,1,0,0,2,1
Monday,21,171,2,2,2,2,,0,0,0,1,0,0,4,1,0,0,0,4
Monday,21,304,2,2,51,10,,1,0,1,3,0,0,4,0,1,2,1,4
Monday,21,245,68,2,51,127,,1,0,0,1,0,0,2,0,1,1,0,3
Monday,21,84,80,2,2,13,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,21,303,2,30,51,8,,1,0,1,2,0,0,2,1,0,1,1,4
Monday,21,24,2,2,2,2,,0,0,0,1,0,0,1,0,1,0,0,1
Monday,21,189,2,63,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,21,294,2,2,51,144,,1,0,0,0,0,0,0,0,0,0,0,1
Monday,21,308,2,2,51,42,,1,0,2,0,0,0,0,2,0,0,3,0
Monday,20,302,2,2,51,34,,1,0,1,0,0,0,1,0,0,0,1,1
Monday,20,71,2,2,2,2,,0,0,0,0,0,0,2,0,0,0,0,3
Monday,20,200,92,2,51,2,61.0,1,0,0,0,0,0,0,0,0,0,0,0
Monday,20,232,175,2,51,18,59.0,1,0,0,2,0,0,4,0,0,2,0,6
Monday,20,255,2,2,2,2,,0,0,0,0,0,0,2,1,0,1,0,3
Monday,20,110,2,2,51,26,,1,0,0,0,0,0,1,0,0,0,1,1
Monday,20,274,78,2,51,64,,1,0,0,1,0,2,2,0,0,2,1,4
Monday,20,198,80,32,51,49,,1,0,0,2,1,0,3,0,1,2,1,3
Monday,20,55,77,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,20,151,2,2,2,2,,0,0,0,0,0,0,2,0,0,1,0,4
Monday,20,107,2,2,51,16,,1,0,0,1,0,0,3,0,0,2,0,3
Monday,20,284,79,2,51,11,,1,0,0,0,0,0,1,0,0,0,1,1
Monday,20,201,193,52,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,19,222,2,63,2,2,,0,0,1,1,0,0,0,0,0,3,1,1
Monday,19,151,2,2,51,2,,1,0,0,0,0,0,1,0,0,1,0,2
Monday,19,71,78,35,2,2,,0,0,0,0,0,0,0,0,0,0,2,0
Monday,19,126,2,2,2,2,,0,0,2,0,1,2,0,1,1,0,2,0
Monday,19,196,2,2,2,2,,0,0,1,1,1,1,1,1,0,0,2,1
Monday,19,206,2,63,2,47,,0,0,0,0,0,0,2,1,0,0,0,2
Monday,19,45,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,19,178,81,2,51,2,,1,0,0,1,0,0,1,1,1,1,0,1
Monday,19,298,2,2,51,61,,1,0,1,0,0,0,3,1,2,1,1,4
Monday,19,302,88,25,51,8,,1,0,1,1,0,0,3,1,1,1,2,4
Monday,18,279,2,2,63,2,,1,0,0,1,0,0,3,0,1,2,0,5
Monday,18,129,2,92,51,37,,1,0,0,0,0,0,1,0,0,0,0,1
Monday,18,50,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,18,49,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,18,160,2,2,51,86,,1,0,0,0,0,0,1,0,0,0,0,1
Monday,18,110,2,2,2,2,,0,0,0,0,0,0,2,0,0,0,2,3
Monday,18,180,2,171,2,2,,0,0,0,1,0,0,2,0,1,0,0,2
Monday,18,147,84,35,2,79,,0,0,0,0,0,1,1,1,0,0,2,1
Monday,18,305,82,2,51,61,,1,0,0,0,0,0,3,0,0,0,0,3
Monday,18,311,88,26,51,2,,1,0,0,2,0,0,3,0,1,1,2,4
Monday,18,255,2,2,51,2,,1,0,0,0,1,0,1,0,0,0,1,1
Monday,18,294,2,2,51,172,,1,0,0,1,0,0,2,1,1,0,0,2
Monday,18,301,165,2,102,50,,1,0,0,3,0,0,4,0,0,2,1,5
Monday,18,255,2,2,51,2,,1,0,1,2,1,0,1,2,1,2,2,5
Monday,18,302,2,2,51,2,,1,0,0,4,0,0,7,0,2,3,2,7
Monday,18,306,2,2,2,26,,1,0,0,2,0,0,4,0,1,0,2,4
Monday,17,255,2,2,2,2,,0,0,0,1,1,0,2,0,1,1,1,3
Monday,17,208,2,2,2,2,,0,0,0,1,1,0,4,0,0,1,1,3
Monday,17,203,2,2,51,2,,1,0,0,1,0,0,2,0,1,1,0,3
Monday,17,106,65,32,2,2,,0,0,0,1,0,0,2,0,0,2,1,3
Monday,17,92,2,26,2,2,,0,0,0,0,0,0,1,0,0,0,0,3
Monday,17,221,94,2,102,29,,1,0,0,0,0,0,2,0,0,0,0,2
Monday,17,248,2,2,51,26,,1,0,0,2,0,0,3,0,0,1,0,4
Monday,17,30,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,17,204,81,63,2,2,,0,0,0,1,0,0,2,0,1,1,0,3
Monday,17,217,82,2,2,2,,0,0,0,0,0,0,1,0,0,1,2,1
Monday,17,169,2,2,51,2,,1,0,0,0,0,0,1,0,0,0,0,2
Monday,17,174,2,67,2,38,,0,0,0,1,0,0,2,0,1,0,0,2
Monday,17,298,95,2,51,2,,1,0,0,0,0,0,3,1,0,0,2,5
Monday,17,145,2,2,51,2,,1,0,0,2,0,0,2,0,1,0,0,2
Monday,17,284,81,31,51,32,,1,0,0,0,0,0,1,0,0,0,0,4
Monday,17,133,84,27,2,44,,0,0,0,0,0,0,0,0,0,1,0,2
Monday,17,302,2,2,2,2,,1,0,0,1,0,0,4,0,1,1,0,4
Monday,16,54,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,2
Monday,16,226,78,2,2,2,,1,0,1,0,0,1,0,0,0,0,2,2
Monday,16,242,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,2,0
Monday,16,15,2,2,2,2,61.0,0,0,0,0,0,0,1,0,0,0,0,1
Monday,16,73,2,2,2,2,55.0,0,0,0,1,0,0,1,0,1,1,0,1
Monday,16,254,2,26,51,2,,1,0,0,1,1,2,0,1,1,0,2,1
Monday,16,147,2,2,2,2,,0,0,0,0,0,0,2,0,0,1,0,2
Monday,16,46,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,16,167,2,2,2,2,,0,0,0,1,0,0,2,0,0,1,0,4
Monday,16,210,2,2,2,2,,0,0,0,0,0,0,2,0,0,1,1,3
Monday,16,282,83,2,51,2,,1,0,1,0,0,1,1,1,0,0,2,2
Monday,15,306,324,2,51,2,,1,0,0,1,0,0,2,1,0,0,1,3
Monday,15,234,160,2,51,2,,1,0,0,1,0,0,2,0,0,2,0,3
Monday,15,94,2,35,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,15,150,2,2,2,2,,0,0,2,1,1,2,0,1,1,0,2,1
Monday,15,280,2,26,2,2,,0,0,0,1,0,0,3,0,1,2,0,5
Monday,15,197,2,62,102,2,,1,0,0,0,0,0,1,0,0,0,0,2
Monday,15,280,2,26,2,12,,0,0,0,1,0,0,3,0,1,2,0,5
Monday,15,300,176,2,51,60,,1,0,0,2,0,0,3,0,0,0,0,5
Monday,14,302,2,46,51,2,,1,0,0,3,0,0,1,0,0,0,2,3
Monday,14,160,2,2,2,19,,0,0,0,1,0,0,2,0,1,1,0,2
Monday,14,196,2,2,2,2,,0,0,0,1,0,0,2,0,0,1,1,3
Monday,14,106,59,120,2,28,,0,0,0,0,0,1,1,0,0,0,1,1
Monday,14,300,2,2,63,26,,1,0,0,1,0,0,3,0,1,2,0,5
Monday,14,92,2,2,2,2,,0,0,0,3,1,2,3,1,2,2,1,3
Monday,14,106,2,2,51,16,,1,0,0,0,0,0,1,0,0,0,0,1
Monday,14,182,2,2,2,2,,0,0,1,0,0,1,0,1,0,0,1,0
Monday,14,282,2,2,63,2,,1,0,0,5,0,0,5,0,2,4,1,6
Monday,14,126,2,2,51,2,,1,0,0,1,0,0,2,0,1,0,0,2
Monday,14,304,100,32,51,38,,1,0,0,1,0,0,2,0,0,1,0,3
Monday,13,96,2,2,2,2,,0,0,0,1,0,0,2,0,1,0,0,2
Monday,13,236,2,2,51,7,,1,0,0,2,0,0,2,0,1,1,0,4
Monday,13,136,2,2,102,13,,1,0,0,1,0,0,2,0,1,0,0,2
Monday,13,202,2,2,51,2,,1,0,0,1,0,0,2,2,1,1,1,2
Monday,13,27,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Monday,13,98,2,2,2,2,,0,0,0,1,0,0,3,0,1,0,0,3
Monday,13,307,2,2,51,13,,1,0,0,1,0,0,3,0,1,1,0,4
Monday,13,242,80,2,51,2,,1,0,0,1,0,0,0,1,0,0,1,2
Monday,13,180,2,2,2,2,,0,0,0,1,0,0,2,0,1,0,0,2
Monday,13,230,83,35,2,23,,0,0,1,0,1,1,1,2,0,0,4,2
Monday,13,140,2,2,51,2,,1,0,0,1,0,0,2,0,1,0,0,2
Monday,13,298,2,2,51,45,,1,0,0,1,0,0,2,0,1,1,0,4
Monday,12,101,2,2,51,52,,1,0,0,0,0,0,1,0,0,0,0,1
Monday,12,287,2,2,51,2,,1,0,0,0,0,0,1,0,0,1,0,3
Monday,12,303,2,2,51,13,,1,0,0,0,0,0,0,0,0,1,1,0
Monday,12,227,2,2,2,2,,0,0,0,1,0,0,3,0,1,1,0,3
Monday,12,300,2,2,51,20,,1,0,0,1,0,0,4,0,1,1,0,5
Monday,12,305,2,2,102,56,,1,0,0,3,0,0,6,0,2,1,0,9
Monday,12,176,2,34,51,21,,1,0,0,1,0,0,3,0,1,1,0,3
Monday,12,233,2,35,2,2,,0,0,0,1,0,0,1,0,0,0,0,1
Monday,12,134,2,2,51,2,,1,0,0,1,0,0,2,0,1,0,0,2
Monday,11,137,2,26,2,43,,0,0,0,1,0,0,1,1,0,0,1,1
Monday,11,269,2,2,51,2,,1,0,1,0,0,0,2,1,0,0,3,3
Monday,11,71,2,2,2,2,,0,0,1,0,1,1,0,1,0,0,1,0
Monday,11,131,2,2,2,2,,0,0,0,1,0,0,2,0,1,0,0,2
Monday,11,304,82,2,204,2,,1,0,0,2,0,0,2,0,0,1,0,7
Monday,11,92,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,11,280,2,2,2,2,,0,0,0,1,0,0,3,0,1,4,0,6
Monday,10,277,2,34,51,2,,1,0,0,1,0,0,2,0,0,1,0,3
Monday,10,210,79,75,51,153,,1,0,0,1,0,0,2,0,0,2,0,4
Monday,10,52,2,2,2,2,,0,0,1,0,1,1,1,1,0,0,2,1
Monday,10,295,2,2,51,26,,1,0,0,1,0,0,5,0,1,1,0,5
Monday,10,183,2,2,51,57,,1,0,0,1,0,0,3,0,1,1,1,3
Monday,10,255,2,23,2,2,,0,0,0,0,1,1,4,0,0,3,1,4
Monday,9,77,2,2,2,2,,0,0,0,1,0,0,2,0,1,0,0,2
Monday,9,109,2,2,2,11,,0,0,0,1,0,0,2,0,1,0,0,2
Monday,9,176,2,2,2,2,,0,0,0,0,1,0,1,1,0,0,2,1
Monday,9,70,74,2,2,2,,0,0,0,0,0,0,0,2,0,0,1,0
Monday,9,113,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,1,1
Monday,9,37,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Monday,8,65,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,8,303,2,2,51,2,,1,0,1,1,2,1,2,0,2,2,3,3
Monday,8,255,2,2,2,2,,0,0,0,1,0,0,2,0,0,1,0,3
Monday,8,308,2,26,51,2,,1,0,2,1,0,0,1,1,0,0,2,1
Monday,8,279,2,2,2,2,,0,0,0,1,0,0,3,0,1,5,1,5
Monday,8,278,79,32,51,128,,1,0,0,1,0,0,2,0,1,0,1,3
Monday,8,281,2,2,204,15,,1,0,0,1,0,0,3,0,1,2,0,5
Monday,6,109,2,2,2,2,,0,0,0,1,0,0,1,0,0,2,0,3
Monday,6,150,2,2,2,2,,0,0,1,0,1,2,2,1,2,0,3,2
Monday,6,300,2,26,51,2,,1,0,0,1,0,0,2,0,1,1,0,2
Monday,5,30,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,5,142,2,2,51,8,,1,0,0,1,0,0,2,0,1,0,0,2
Monday,4,131,72,25,2,30,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,4,61,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,4,203,2,2,2,2,,0,0,0,0,0,0,2,0,1,0,0,2
Monday,4,181,2,2,51,66,,1,0,0,1,0,0,2,0,1,0,0,2
Monday,4,98,88,35,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,4,165,85,35,2,2,,0,0,1,0,1,1,1,2,0,0,3,2
Monday,4,207,86,35,2,2,,0,0,0,0,0,0,2,0,1,0,1,2
Monday,3,20,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,3,191,180,2,2,33,,0,0,0,0,1,0,0,0,0,0,1,0
Monday,3,249,2,2,2,2,,0,0,0,1,0,0,2,0,2,1,1,3
Monday,3,142,2,2,2,2,,0,0,0,2,0,0,4,0,1,1,0,4
Monday,3,201,2,35,2,2,,0,0,0,0,0,0,2,0,0,0,2,2
Monday,3,30,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,3,104,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,3,186,2,2,2,2,,0,0,0,0,0,1,1,0,0,0,2,2
Monday,2,72,2,2,2,2,,0,0,1,0,0,0,1,0,0,0,2,1
Monday,2,141,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,2
Monday,2,102,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,2,89,86,35,2,2,,0,0,0,0,0,0,1,0,0,0,1,1
Monday,2,115,62,1344,2,2,,0,0,0,1,0,0,1,0,0,2,1,1
Monday,2,125,62,447,2,2,,0,0,0,1,0,0,1,0,0,2,1,1
Monday,2,257,2,35,2,2,,0,0,1,0,1,0,2,2,0,0,2,2
Monday,2,149,2,35,2,2,,0,0,0,0,0,0,1,0,0,1,1,2
Monday,2,100,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,1,2
Monday,2,239,2,2,2,2,,0,0,0,2,1,1,5,0,0,2,1,5
Monday,2,86,86,35,2,2,,0,0,0,0,0,0,1,0,0,0,1,1
Monday,2,54,2,2,2,2,,0,0,0,0,0,1,1,1,0,0,1,1
Monday,1,131,86,35,2,2,,0,0,0,0,0,0,1,0,0,0,1,1
Monday,1,100,2,35,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,1,79,77,35,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,1,155,2,2,2,2,,0,0,1,0,0,0,1,0,0,0,1,1
Tuesday,0,227,2,2,2,2,,1,0,0,1,0,0,1,2,2,1,2,2
Tuesday,0,52,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,115,2,2,2,11,60.0,0,0,1,1,1,1,0,1,0,0,1,1
Tuesday,0,66,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,281,2,118,2,31,,0,0,1,2,1,1,0,1,0,0,1,4
Tuesday,0,45,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,120,2,2,2,2,,0,0,0,1,0,0,1,0,0,1,0,2
Tuesday,0,175,2,43,63,2,,1,0,0,0,0,0,0,0,0,0,1,1
Tuesday,0,196,2,23,2,2,,0,0,0,0,0,0,0,0,0,0,0,2
Monday,23,290,76,118,102,21,,1,0,2,1,1,2,0,1,0,0,2,4
Monday,23,240,2,2,2,2,,0,0,0,1,0,0,1,0,1,2,1,3
Monday,23,128,79,154,2,2,,0,0,1,0,0,1,0,0,0,0,3,0
Monday,23,5,2,2,2,2,61.0,0,0,0,1,0,0,1,0,1,1,0,1
Monday,23,255,2,2,2,2,,0,0,1,0,0,1,0,0,0,0,1,0
Monday,23,29,2,2,2,2,60.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,19,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,255,2,2,51,2,,1,0,1,0,1,0,1,0,0,2,1,2
Monday,22,251,2,2,2,2,,0,0,0,0,1,0,0,0,0,2,2,1
Monday,22,51,2,2,2,2,,0,0,0,1,0,0,1,0,0,1,0,1
Monday,22,49,2,2,2,2,,0,0,1,0,0,0,0,0,0,0,1,0
Monday,22,106,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,78,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,265,2,55,51,29,,1,0,0,1,0,0,0,0,0,2,0,1
Monday,22,76,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,123,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,43,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,88,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,22,20,2,2,2,2,56.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,22,189,157,51,2,10,,0,0,1,0,0,0,0,0,0,0,0,0
Monday,22,290,93,2,2,2,,1,0,0,1,0,1,0,0,0,0,1,0
Monday,22,118,2,51,2,2,,0,0,1,0,1,1,0,1,0,0,1,0
Monday,22,74,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,0
Monday,21,157,81,2,2,2,,0,0,0,0,0,0,0,0,0,1,0,1
Monday,21,72,2,2,2,2,,0,0,1,0,1,1,0,1,0,0,1,2
Monday,21,48,2,2,63,2,,1,0,0,0,0,0,0,0,0,0,0,0
Monday,21,128,2,2,2,2,,0,0,1,0,3,1,1,1,0,0,2,3
Monday,20,130,166,2,2,2,56.0,0,0,0,1,0,0,2,0,1,0,0,5
Monday,20,69,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,20,36,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,20,254,2,2,2,2,,0,0,1,1,0,1,2,1,0,1,1,4
Monday,20,105,2,2,2,2,,0,0,1,1,1,0,0,0,0,0,1,0
Monday,20,59,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,20,19,2,2,2,2,,0,0,0,1,0,1,1,0,0,1,0,1
Monday,20,181,2,2,2,2,,0,0,1,0,0,1,0,0,0,1,1,0
Monday,20,253,2,2,51,2,,1,0,1,1,1,1,4,2,0,4,0,4
Monday,20,108,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,20,226,2,2,51,55,,1,0,0,1,0,0,0,0,0,0,0,3
Monday,19,134,87,25,2,43,,0,0,1,0,1,1,0,1,0,0,1,0
Monday,19,18,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,19,255,2,56,2,2,,0,0,0,1,0,1,2,1,2,1,2,4
Monday,19,29,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,19,47,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,19,56,2,2,2,2,,0,0,0,1,0,0,0,0,0,0,0,1
Monday,19,263,2,55,51,29,,1,0,1,1,0,1,0,0,0,1,1,0
Monday,19,302,2,55,51,29,,1,0,1,1,0,1,0,0,0,2,1,0
Monday,19,103,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,19,92,65,32,2,2,,0,0,1,0,1,1,0,1,0,0,1,0
Monday,19,92,65,32,2,2,,0,0,1,0,1,1,0,1,0,0,1,0
Monday,18,47,2,2,2,17,51.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,18,43,2,2,2,26,60.0,0,0,0,0,0,0,0,1,1,0,1,0
Monday,18,255,2,2,2,2,,0,0,1,2,2,0,0,1,0,1,3,2
Monday,18,72,2,2,2,2,,0,0,0,2,0,0,1,0,1,1,0,1
Monday,18,98,2,32,2,2,,0,0,1,1,1,2,0,1,0,0,1,0
Monday,18,249,2,2,2,2,,0,0,0,2,0,0,0,0,0,1,0,1
Monday,18,92,65,32,2,2,,0,0,1,0,1,1,0,1,0,0,1,0
Monday,18,264,2,55,51,29,,1,0,1,1,0,1,0,1,0,1,1,0
Monday,17,255,2,2,2,2,,0,0,0,1,0,1,1,1,1,1,1,2
Monday,17,100,2,2,2,2,,0,0,0,1,0,0,0,0,0,1,0,0
Monday,17,42,2,2,2,2,,0,0,1,0,1,1,0,1,0,0,1,0
Monday,17,130,2,2,51,2,,1,0,0,0,0,0,1,0,0,1,0,1
Monday,17,300,61,63,51,2,,1,0,1,1,1,4,0,2,0,0,3,1
Monday,17,255,2,59,51,25,,1,0,0,1,0,0,0,0,0,0,0,1
Monday,16,48,2,2,2,14,,0,0,0,0,0,0,0,0,0,0,0,1
Monday,16,130,2,2,51,2,,1,0,0,1,0,0,0,0,0,0,0,1
Monday,16,15,2,2,2,2,55.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,16,164,2,98,2,14,,0,0,0,0,1,0,0,0,0,0,1,1
Monday,16,30,2,2,2,2,,0,0,0,1,0,0,2,0,1,2,0,2
Monday,16,19,2,2,2,2,60.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,15,21,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,15,72,2,2,2,2,53.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,15,24,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,15,194,2,2,2,2,,0,0,0,1,0,0,0,0,0,1,1,1
Tuesday,0,115,2,2,2,2,,0,0,1,1,1,0,0,1,0,0,3,0
Tuesday,0,164,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Tuesday,0,16,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,48,2,2,2,2,58.0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,278,2,2,2,2,,0,0,0,4,0,0,0,0,1,0,0,4
Tuesday,0,290,2,147,51,161,,1,0,1,0,0,1,0,0,0,0,1,1
Tuesday,0,38,2,2,2,2,61.0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,274,2,2,2,2,,0,0,0,2,1,0,0,0,1,2,0,3
Tuesday,0,300,80,2,51,2,,1,0,1,0,0,0,1,1,0,3,1,4
Tuesday,0,41,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,18,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,35,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,35,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,22,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,37,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,21,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,24,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,24,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,43,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,42,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Tuesday,0,174,75,49,51,60,,1,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,37,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,49,2,2,2,2,,0,0,0,1,0,0,0,0,0,0,0,0
Tuesday,0,35,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Tuesday,0,45,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,110,2,2,2,2,,0,0,0,1,0,0,1,1,1,1,1,1
Tuesday,0,43,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Monday,23,103,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,23,195,2,2,2,2,,0,0,0,2,1,1,1,1,0,3,1,3
Monday,23,9,2,2,2,2,59.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,23,64,2,2,2,2,,0,0,0,0,0,1,0,0,0,0,0,0
Monday,23,118,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,23,38,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Monday,23,297,2,146,51,192,,1,0,0,2,0,1,1,0,0,2,0,3
Monday,23,56,2,2,2,2,,0,0,0,1,0,1,1,1,0,0,2,2
Monday,23,4,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,255,2,2,2,2,,0,0,0,1,0,0,1,0,1,3,0,4
Tuesday,0,255,2,2,2,2,,0,0,1,1,0,2,1,1,0,3,3,2
Monday,23,218,2,2,2,2,,0,0,1,0,1,0,0,0,0,1,1,3
Monday,23,255,2,2,2,2,,0,0,0,3,0,0,2,0,1,2,1,3
Monday,23,117,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,23,114,2,2,51,2,,1,0,0,0,0,0,0,1,0,0,1,0
Monday,23,181,2,2,2,2,,0,0,0,1,0,1,1,0,0,1,1,2
Monday,23,148,2,2,2,2,62.0,0,0,2,0,2,1,0,1,0,0,2,1
Monday,23,77,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Monday,23,193,2,2,2,2,,0,0,0,0,0,0,0,1,1,0,1,0
Monday,22,152,2,2,2,2,,0,0,0,0,0,0,0,0,0,1,1,1
Monday,22,50,77,2,2,2,,0,0,0,1,0,0,0,0,1,0,1,1
Monday,22,160,2,2,51,52,,1,0,0,0,0,0,1,0,0,1,0,1
Monday,22,97,2,2,2,2,,0,0,1,1,1,0,0,0,0,0,2,0
Monday,22,96,2,2,2,2,,1,0,0,0,0,0,0,0,0,0,0,0
Monday,22,312,2,2,51,2,,1,0,2,1,0,0,1,0,1,1,2,1
Monday,21,25,2,2,2,2,62.0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,21,76,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Monday,21,255,2,18,2,2,,0,0,1,1,0,1,1,2,1,4,2,3
Monday,21,135,2,2,51,2,61.0,1,0,1,0,1,1,1,1,0,1,1,2
Monday,21,71,2,2,2,2,62.0,0,0,0,0,0,0,0,0,0,0,0,1
Monday,21,50,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,21,46,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,21,109,2,2,2,2,,0,0,0,0,0,1,0,1,1,2,1,2
Monday,21,112,2,2,2,2,,0,0,1,0,0,0,0,0,0,1,1,1
Monday,21,166,2,25,51,2,,1,0,0,1,0,0,0,0,0,0,0,0
Monday,21,124,2,2,2,2,,0,0,0,1,1,0,1,0,0,0,0,1
Monday,21,47,2,2,2,13,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,20,82,2,60,2,2,,0,0,1,0,1,0,0,0,0,0,1,0
